Name,Type,Forward_MACs,FPercent,Memory,MPercent,Params,PPercent,InShape,OutShape
/backbone/stages.3/op_list.4/context_module/main/Gather,Gather,0,0.00%,0,0.00%,0,0.00%,4,0
/backbone/stages.3/op_list.4/context_module/main/Unsqueeze,Unsqueeze,0,0.00%,8,0.00%,0,0.00%,0,1
/backbone/stages.3/op_list.4/context_module/main/Concat_1,Concat,0,0.00%,32,0.00%,0,0.00%,1,4
/backbone/stages.3/op_list.4/context_module/main/Reshape,Reshape,0,0.00%,1990656,0.19%,0,0.00%,1x3072x9x9,1x32x96x81
/backbone/stages.3/op_list.4/context_module/main/Slice,Slice,0,0.00%,663552,0.06%,0,0.00%,1x32x96x81,1x32x32x81
/backbone/stages.3/op_list.4/context_module/main/Slice_1,Slice,0,0.00%,663552,0.06%,0,0.00%,1x32x96x81,1x32x32x81
/backbone/stages.3/op_list.4/context_module/main/Slice_2,Slice,0,0.00%,663552,0.06%,0,0.00%,1x32x96x81,1x32x32x81
/backbone/stages.3/op_list.4/context_module/main/kernel_func/Relu,Relu,82944,0.00%,663552,0.06%,0,0.00%,1x32x32x81,1x32x32x81
/backbone/stages.3/op_list.4/context_module/main/kernel_func_1/Relu,Relu,82944,0.00%,663552,0.06%,0,0.00%,1x32x32x81,1x32x32x81
/backbone/stages.3/op_list.4/context_module/main/Transpose,Transpose,0,0.00%,663552,0.06%,0,0.00%,1x32x32x81,1x32x81x32
/backbone/stages.3/op_list.4/context_module/main/Pad,Pad,0,0.00%,684288,0.07%,0,0.00%,1x32x32x81,1x32x33x81
/backbone/stages.3/op_list.4/context_module/main/MatMul,MatMul,2737152,0.04%,270336,0.03%,0,0.00%,1x32x33x81,1x32x33x32
/backbone/stages.3/op_list.4/context_module/main/MatMul_1,MatMul,2737152,0.04%,684288,0.07%,0,0.00%,1x32x33x32,1x32x33x81
/backbone/stages.3/op_list.4/context_module/main/Slice_4,Slice,0,0.00%,663552,0.06%,0,0.00%,1x32x33x81,1x32x32x81
/backbone/stages.3/op_list.4/context_module/main/Slice_5,Slice,0,0.00%,20736,0.00%,0,0.00%,1x32x33x81,1x32x1x81
/backbone/stages.3/op_list.4/context_module/main/Add,Add,2592,0.00%,20736,0.00%,0,0.00%,1x32x1x81,1x32x1x81
/backbone/stages.3/op_list.4/context_module/main/Div,Div,331776,0.01%,663552,0.06%,0,0.00%,1x32x32x81,1x32x32x81
/backbone/stages.3/op_list.4/context_module/main/Concat_3,Concat,0,0.00%,32,0.00%,0,0.00%,1,4
/backbone/stages.3/op_list.4/context_module/main/Reshape_3,Reshape,0,0.00%,663552,0.06%,0,0.00%,1x32x32x81,1x1024x9x9
/backbone/stages.3/op_list.4/context_module/main/proj/conv/Conv,Conv,42508800,0.64%,2430976,0.23%,524800,1.08%,1x1024x9x9,1x512x9x9
